,Player,Pos,Team,PTS,CR,Plus,Apps,Starter,Mins,Goals_x,Shots,On Tar. Shots,Pen Goals,Successful Dribbles,Ast,Acc Pass,Key Pass,Fouls,Was Fouled,YC,RC,Rec Ball,Tackles,Clean Sheets,Saves,Goals_y,top_10_scorer
131,Ricardo Pereira,Defender,LEI,15.99,12.3,-1.2,9,9,686,0.0,0.44,0.0,0.0,0.89,0.22,28.22,0.67,0.56,1.11,0.11,0.0,2.67,2.67,0.11,0.0,1,No
132,Emerson,Defender,TOT,15.99,12.8,0.5,15,13,1148,0.0,0.33,0.07,0.0,0.67,0.07,30.33,0.93,1.2,1.4,0.2,0.0,3.13,3.2,0.2,0.0,1,No
133,C. Taylor,Defender,BRN,15.99,9.6,1.6,16,16,1440,0.0,0.31,0.0,0.0,1.0,0.13,22.0,0.81,0.5,1.5,0.06,0.0,3.25,1.44,0.19,0.0,0,No
134,B. Johnson,Defender,WHU,15.97,7.3,0.6,9,8,676,0.11,0.33,0.11,0.0,0.67,0.0,21.44,0.44,0.33,0.0,0.0,0.0,2.44,2.11,0.22,0.0,1,No
135,B. Davies,Defender,TOT,15.95,10.2,0.0,10,9,840,0.0,0.7,0.3,0.0,0.1,0.1,42.2,0.4,0.9,0.8,0.2,0.0,1.8,1.2,0.4,0.0,1,No
136,T. Chalobah,Midfielder,CHE,15.84,8.6,1.2,12,10,794,0.17,0.25,0.17,0.0,0.58,0.0,45.67,0.08,1.0,0.58,0.08,0.0,1.92,1.58,0.42,0.0,3,No
137,M. Normann,Midfielder,NOR,15.81,8.8,-0.1,9,9,707,0.11,1.78,0.56,0.0,1.44,0.11,23.0,0.67,1.67,1.33,0.44,0.0,1.78,1.56,0.22,0.0,1,No
138,N. Mendy,Midfielder,LEI,15.8,5.6,-1.7,1,1,83,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,No
139,H. Elliott,Midfielder,LIV,15.8,4.7,-0.6,4,3,250,0.0,1.75,0.25,0.0,0.25,0.0,37.75,1.25,0.25,1.5,0.0,0.0,0.75,0.25,0.5,0.0,0,No
140,Douglas Luiz,Midfielder,AVL,15.79,10.8,0.4,15,14,1234,0.0,0.6,0.0,0.0,1.2,0.2,36.0,1.47,1.27,1.6,0.2,0.0,2.33,1.67,0.27,0.0,2,No
141,M. Cash,Defender,AVL,15.76,11.3,1.5,19,19,1695,0.05,1.21,0.26,0.0,0.84,0.0,23.26,0.68,0.95,0.95,0.21,0.0,3.0,2.42,0.26,0.0,4,No
142,Alex Telles,Defender,MUN,15.75,12.0,-0.5,8,6,567,0.0,0.5,0.13,0.0,0.0,0.0,29.0,0.88,0.88,0.63,0.0,0.0,2.63,2.63,0.25,0.0,0,No
143,Gabriel Martinelli,Attacker,ARS,15.68,9.7,0.7,12,8,692,0.33,1.58,0.5,0.0,1.17,0.17,10.17,1.33,0.67,0.58,0.08,0.0,1.58,1.42,0.25,0.0,6,No
144,K. Phillips,Midfielder,LEE,15.67,11.1,-1.0,12,12,1000,0.0,1.0,0.17,0.0,0.25,0.08,43.42,0.58,1.92,1.08,0.17,0.0,2.42,2.33,0.17,0.0,0,No
145,Oriol Romeu,Midfielder,SOU,15.67,10.0,2.3,18,18,1551,0.0,0.61,0.0,0.0,0.78,0.06,39.94,0.83,1.61,0.56,0.28,0.0,2.61,2.56,0.22,0.0,2,No
146,G. Xhaka,Midfielder,ARS,15.51,11.4,-0.2,9,9,738,0.0,0.89,0.0,0.0,0.44,0.11,46.44,0.89,1.0,0.89,0.33,0.11,1.89,1.78,0.33,0.0,1,No
147,E. Dier,Defender,TOT,15.51,10.8,1.6,18,18,1542,0.0,0.28,0.11,0.0,0.0,0.0,51.11,0.22,0.28,0.28,0.0,0.0,1.06,0.28,0.44,0.0,0,No
148,T. Mitchell,Defender,CRY,15.45,10.3,1.6,19,19,1701,0.0,0.05,0.0,0.0,0.42,0.11,31.79,0.53,0.58,0.32,0.0,0.0,2.74,2.79,0.21,0.0,0,No
149,C. Norgaard,Midfielder,BRE,15.43,11.3,1.9,19,19,1678,0.05,0.95,0.37,0.0,0.53,0.11,38.95,0.74,1.95,0.79,0.26,0.0,3.47,3.11,0.21,0.0,3,No
150,I. Toney,Attacker,BRE,15.42,13.6,-0.6,17,17,1530,0.29,2.47,1.06,0.12,0.88,0.12,12.82,1.29,1.59,2.59,0.24,0.0,1.0,1.0,0.24,0.0,12,No
151,Jose Sa,Goalkeeper,WOL,15.39,11.3,0.4,19,19,1710,0.0,0.0,0.0,0.0,0.05,0.05,14.21,0.16,0.05,0.21,0.05,0.0,0.16,0.05,0.42,3.0,0,No
152,Alisson,Goalkeeper,LIV,15.38,12.4,-0.8,18,18,1620,0.0,0.0,0.0,0.0,0.0,0.0,28.72,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.56,2.11,0,No
153,O. Watkins,Attacker,AVL,15.24,12.9,-1.2,17,16,1439,0.29,2.12,1.0,0.0,1.18,0.06,15.71,1.0,0.76,1.47,0.18,0.0,0.71,0.41,0.24,0.0,11,No
154,Cucurella,Midfielder,BHA,15.23,12.5,0.8,16,16,1382,0.0,0.44,0.06,0.0,0.69,0.0,43.25,1.38,0.94,0.75,0.19,0.0,1.94,2.19,0.31,0.0,1,No
155,H. Lloris,Goalkeeper,TOT,15.13,11.8,-0.1,19,19,1710,0.0,0.0,0.0,0.0,0.0,0.0,16.05,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.42,2.58,0,No
156,S. McTominay,Midfielder,MUN,15.09,10.9,0.0,17,15,1282,0.0,0.76,0.12,0.0,1.41,0.06,32.82,0.88,1.41,0.88,0.29,0.0,2.41,2.24,0.24,0.0,1,No
157,J. Ward,Defender,CRY,15.06,9.6,1.8,17,17,1530,0.0,0.41,0.06,0.0,0.71,0.0,42.35,0.29,0.71,0.71,0.29,0.0,2.12,1.71,0.24,0.0,0,No
158,M. Targett,Defender,NEW,15.05,10.5,1.0,16,16,1343,0.06,0.31,0.06,0.0,0.06,0.06,27.06,1.19,0.94,0.63,0.13,0.0,2.25,2.0,0.25,0.0,1,No
159,C. Coady,Defender,WOL,15.03,10.8,0.9,19,19,1707,0.05,0.26,0.05,0.0,0.0,0.0,39.58,0.0,0.47,0.05,0.11,0.0,1.47,0.89,0.42,0.0,4,No
160,E. Pinnock,Defender,BRE,15.03,9.8,1.2,18,18,1506,0.06,0.78,0.5,0.0,0.33,0.06,36.5,0.44,0.11,0.39,0.0,0.0,2.61,1.44,0.22,0.0,1,No
161,P. Bamford,Attacker,LEE,14.95,11.6,-1.8,6,5,459,0.33,2.67,0.83,0.0,0.5,0.33,12.0,0.5,0.67,0.5,0.33,0.0,0.17,0.17,0.0,0.0,2,No
162,K. Havertz,Midfielder,CHE,14.94,14.2,-2.7,14,11,857,0.14,1.86,0.57,0.0,0.86,0.07,17.79,0.29,1.0,1.0,0.0,0.0,0.29,0.5,0.43,0.0,8,No
163,R. Henry,Defender,BRE,14.9,11.1,1.7,17,16,1404,0.12,0.41,0.12,0.0,0.94,0.0,22.82,0.47,0.71,0.88,0.12,0.0,1.29,0.53,0.24,0.0,3,No
164,C. Adams,Attacker,SOU,14.86,9.9,-0.4,14,11,895,0.29,1.57,0.86,0.0,0.57,0.07,8.5,0.79,1.0,1.5,0.0,0.0,0.43,0.43,0.21,0.0,7,No
165,V. Lindelof,Defender,MUN,14.83,10.5,-0.4,15,14,1268,0.0,0.07,0.07,0.0,0.13,0.13,43.93,0.13,0.67,0.4,0.13,0.0,1.13,0.6,0.27,0.0,0,No
166,Diego Llorente,Defender,LEE,14.79,10.7,-0.1,13,13,1088,0.08,0.31,0.08,0.0,0.38,0.0,40.69,0.15,0.77,0.77,0.31,0.0,1.92,1.08,0.23,0.0,3,No
167,A. Lallana,Midfielder,BHA,14.74,8.2,1.3,15,13,1157,0.0,0.73,0.13,0.0,0.87,0.07,40.93,0.4,0.73,0.8,0.27,0.0,1.87,1.73,0.33,0.0,0,No
168,H. Barnes,Midfielder,LEI,14.73,12.3,-0.3,16,14,1114,0.19,1.88,0.81,0.0,1.0,0.19,16.63,0.88,0.81,0.81,0.13,0.0,0.56,0.81,0.13,0.0,6,No
169,E. Konsa,Defender,AVL,14.72,9.0,1.0,17,17,1489,0.12,0.71,0.35,0.0,0.29,0.0,26.94,0.18,0.47,1.18,0.18,0.06,1.06,0.88,0.29,0.0,2,No
170,N. Pope,Goalkeeper,BRN,14.69,9.7,0.5,19,19,1710,0.0,0.0,0.0,0.0,0.0,0.0,11.84,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.26,3.32,0,No
171,Hwang Hee-Chan,Attacker,WOL,14.69,9.9,-0.6,15,12,1044,0.27,0.67,0.33,0.0,1.33,0.07,18.13,0.53,1.2,1.33,0.07,0.0,1.0,0.87,0.33,0.0,5,No
172,David de Gea,Goalkeeper,MUN,14.66,11.1,-0.3,19,19,1710,0.0,0.0,0.0,0.0,0.0,0.0,14.37,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.26,3.68,0,No
173,Joao Moutinho,Midfielder,WOL,14.65,12.5,0.3,19,18,1572,0.0,0.53,0.21,0.0,0.37,0.0,46.58,1.11,1.0,0.26,0.11,0.0,2.16,1.95,0.42,0.0,2,No
174,Gabriel Magalhaes,Defender,ARS,14.61,14.9,0.6,16,16,1420,0.13,0.88,0.31,0.0,0.25,0.0,49.88,0.25,0.75,1.0,0.13,0.0,1.13,1.31,0.56,0.0,5,No
175,L. Ayling,Defender,LEE,14.61,9.6,0.5,10,10,899,0.1,0.7,0.2,0.0,0.9,0.1,53.0,0.4,0.2,0.6,0.1,0.0,2.3,2.0,0.0,0.0,2,No
176,W. Fofana,Defender,LEI,14.6,9.4,-1.7,1,1,90,0.0,1.0,0.0,0.0,1.0,0.0,59.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,No
177,E. Mendy,Goalkeeper,CHE,14.54,11.6,-0.7,18,18,1620,0.0,0.0,0.0,0.0,0.0,0.0,19.67,0.0,0.06,0.06,0.11,0.0,0.0,0.0,0.44,2.56,0,No
178,N. Maupay,Attacker,BHA,14.49,10.4,-0.8,17,15,1267,0.41,2.0,0.59,0.06,0.53,0.0,14.76,0.65,0.71,1.12,0.29,0.0,0.41,0.65,0.29,0.0,8,No
179,A. Omobamidele,Defender,NOR,14.46,4.0,0.1,5,4,381,0.2,0.4,0.2,0.0,0.0,0.0,38.2,0.0,0.6,1.0,0.2,0.0,2.2,1.6,0.0,0.0,1,No
180,T. Mings,Defender,AVL,14.46,12.3,-1.4,18,17,1568,0.06,0.67,0.22,0.0,0.33,0.06,35.33,0.11,0.83,0.61,0.28,0.0,1.17,0.33,0.28,0.0,1,No
181,D. Origi,Attacker,LIV,14.45,6.5,-0.9,4,0,43,0.5,1.5,1.0,0.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,No
182,C. Kouyate,Defender,CRY,14.45,9.3,0.7,17,15,1322,0.0,0.24,0.0,0.0,0.53,0.06,26.53,0.18,1.29,0.71,0.06,0.0,3.29,2.06,0.24,0.0,0,No
183,Robert Sanchez,Goalkeeper,BHA,14.43,9.2,0.8,18,18,1619,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.17,0.06,0.11,0.11,0.06,0.06,0.11,0.33,3.06,0,No
184,M. Keane,Defender,EVE,14.42,10.2,-0.2,17,17,1530,0.06,0.71,0.18,0.0,0.35,0.12,29.06,0.47,0.29,0.18,0.0,0.0,3.18,1.53,0.18,0.0,3,No
185,J. Vardy,Attacker,LEI,14.41,13.5,-2.1,15,14,1231,0.6,2.27,1.07,0.0,0.53,0.07,8.4,0.87,0.4,0.67,0.13,0.0,0.07,0.07,0.07,0.0,15,No
186,J. Veltman,Defender,BHA,14.39,11.3,0.6,15,14,1230,0.0,0.2,0.0,0.0,0.6,0.07,33.13,0.67,1.13,0.93,0.33,0.0,3.2,2.53,0.2,0.0,1,No
187,R. Lukaku,Attacker,CHE,14.38,16.0,-4.3,12,7,738,0.33,1.67,0.58,0.0,0.83,0.0,8.5,1.0,0.17,0.67,0.0,0.0,0.0,0.08,0.33,0.0,8,No
188,W. Hughes,Midfielder,CRY,14.36,6.6,-0.8,5,4,343,0.0,0.0,0.0,0.0,0.6,0.2,28.6,0.4,0.8,1.0,0.0,0.0,2.0,2.8,0.0,0.0,0,No
189,M. Lowton,Defender,BRN,14.34,8.1,2.2,17,15,1357,0.06,0.47,0.12,0.0,0.41,0.12,19.53,0.76,0.59,0.24,0.18,0.06,2.29,1.65,0.18,0.0,1,No
190,V. Coufal,Defender,WHU,14.33,9.3,0.1,16,13,1183,0.0,0.44,0.19,0.0,0.56,0.19,24.88,0.94,1.13,0.63,0.06,0.06,1.31,1.25,0.19,0.0,0,No
191,S. Dallas,Defender,LEE,14.3,11.0,1.3,19,19,1698,0.0,0.95,0.21,0.0,0.84,0.05,30.63,1.05,0.79,1.05,0.11,0.0,3.16,2.53,0.16,0.0,1,No
192,B. Mbeumo,Midfielder,BRE,14.27,11.9,-0.5,18,18,1503,0.17,2.11,0.5,0.06,1.17,0.11,13.5,0.94,0.61,1.0,0.11,0.0,0.56,0.72,0.22,0.0,4,No
193,V. Janelt,Midfielder,BRE,14.17,9.7,0.1,15,14,1163,0.13,0.93,0.53,0.0,0.47,0.0,25.27,1.0,0.87,1.0,0.13,0.0,2.07,2.33,0.27,0.0,4,No
194,A. Lacazette,Attacker,ARS,14.17,12.1,-2.0,14,9,796,0.21,0.93,0.71,0.07,0.86,0.21,13.36,0.93,1.43,1.14,0.0,0.0,0.57,1.14,0.29,0.0,4,No
195,W. Ndidi,Midfielder,LEI,14.17,10.3,-0.6,12,12,1080,0.0,0.83,0.17,0.0,0.67,0.0,41.83,0.08,1.58,1.08,0.25,0.0,4.08,3.5,0.17,0.0,0,No
196,E. Buendia,Midfielder,AVL,14.15,11.6,-1.0,17,13,1061,0.12,1.06,0.24,0.0,0.94,0.12,21.0,1.35,0.47,1.35,0.06,0.0,0.76,1.18,0.18,0.0,4,No
197,H. Ziyech,Midfielder,CHE,14.14,13.7,-1.3,10,6,549,0.1,2.7,0.8,0.0,1.2,0.2,19.1,1.4,1.2,1.4,0.2,0.0,0.6,0.9,0.3,0.0,4,No
198,M. Sissoko,Midfielder,WAT,14.09,10.4,0.2,17,17,1511,0.06,0.65,0.24,0.0,1.35,0.06,26.59,1.12,0.94,0.35,0.12,0.0,1.35,0.88,0.06,0.0,2,No
199,D. Burn,Defender,NEW,14.08,9.4,-0.2,8,7,572,0.0,0.38,0.0,0.0,0.0,0.0,35.5,0.25,0.88,0.0,0.25,0.0,2.38,1.88,0.38,0.0,1,No
200,V. Mykolenko,Defender,EVE,14.05,10.2,0.0,2,2,180,0.0,0.0,0.0,0.0,0.5,0.0,19.0,1.0,2.0,1.0,0.0,0.0,1.5,1.0,0.0,0.0,1,No
201,E. Martinez,Goalkeeper,AVL,14.04,10.0,0.3,18,18,1620,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.11,0.11,0.0,0.06,0.06,0.28,2.94,0,No
202,A. Broja,Attacker,SOU,13.96,8.2,0.7,15,8,780,0.33,1.27,0.8,0.0,1.2,0.0,5.67,0.13,0.8,0.93,0.07,0.0,0.33,0.33,0.07,0.0,6,No
203,I. Diop,Defender,WHU,13.94,6.9,-1.2,5,5,450,0.0,0.2,0.2,0.0,0.0,0.0,36.8,0.0,0.2,0.2,0.0,0.0,0.8,0.8,0.4,0.0,0,No
204,Ederson Moraes,Goalkeeper,MCI,13.87,11.4,-0.7,18,18,1620,0.0,0.0,0.0,0.0,0.0,0.0,22.33,0.0,0.06,0.11,0.11,0.0,0.0,0.06,0.56,1.67,0,No
205,P. Gross,Midfielder,BHA,13.86,8.6,0.4,14,12,995,0.0,0.86,0.29,0.0,0.29,0.14,36.5,2.07,0.29,0.29,0.0,0.0,1.21,1.07,0.29,0.0,2,No
206,L. Digne,Defender,AVL,13.83,11.8,-0.5,14,14,1260,0.0,0.71,0.07,0.0,0.57,0.0,31.21,1.79,1.14,0.79,0.29,0.0,2.43,2.43,0.21,0.0,0,No
207,M. Rashford,Attacker,MUN,13.83,12.2,-2.4,12,7,616,0.25,1.08,0.58,0.0,1.33,0.08,13.83,0.58,0.5,1.25,0.08,0.0,0.17,0.25,0.17,0.0,4,No
208,K. Zouma,Defender,WHU,13.82,10.8,-1.1,11,11,971,0.09,0.27,0.18,0.0,0.0,0.0,31.64,0.09,0.55,0.18,0.09,0.0,1.55,0.64,0.18,0.0,1,No
209,A. Westwood,Midfielder,BRN,13.79,8.2,0.7,15,15,1330,0.0,0.67,0.07,0.0,0.4,0.2,34.6,1.33,1.07,1.0,0.33,0.0,1.87,0.8,0.2,0.0,0,No
210,E. Pieters,Defender,BRN,13.78,6.2,-1.3,5,3,283,0.0,0.6,0.0,0.0,0.4,0.0,16.2,0.2,0.8,0.2,0.0,0.0,1.2,1.6,0.4,0.0,0,No
211,David Raya,Goalkeeper,BRE,13.77,8.8,0.0,9,9,810,0.0,0.0,0.0,0.0,0.0,0.0,27.44,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.33,2.44,0,No
212,L. Thomas,Defender,LEI,13.76,7.1,1.0,10,10,863,0.0,0.2,0.0,0.0,1.0,0.1,36.8,0.6,0.5,0.9,0.0,0.0,3.1,1.9,0.2,0.0,0,No
213,L. Cooper,Defender,LEE,13.75,7.7,1.2,15,15,1275,0.0,0.27,0.0,0.0,0.2,0.07,51.2,0.2,0.87,0.47,0.27,0.0,3.07,2.13,0.2,0.0,0,No
214,Sergi Canos,Midfielder,BRE,13.74,9.3,0.5,18,18,1457,0.11,1.28,0.5,0.0,0.89,0.11,15.33,0.61,1.0,0.56,0.28,0.0,1.94,2.39,0.22,0.0,3,No
215,Nuno Tavares,Defender,ARS,13.73,10.0,-0.9,13,6,618,0.0,1.08,0.08,0.0,1.23,0.08,21.08,0.31,0.85,0.69,0.08,0.0,0.85,0.77,0.23,0.0,1,No
216,A. McCarthy,Goalkeeper,SOU,13.72,7.3,0.8,15,15,1350,0.0,0.0,0.0,0.0,0.0,0.0,14.27,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.33,2.6,0,No
217,O. Skipp,Midfielder,TOT,13.6,6.4,1.7,16,13,1245,0.0,0.25,0.06,0.0,0.25,0.0,43.25,0.31,0.94,0.94,0.31,0.0,1.94,1.94,0.44,0.0,0,No
218,J. Kucka,Midfielder,WAT,13.59,9.1,0.0,14,12,1094,0.07,1.86,0.5,0.0,0.71,0.0,17.0,0.36,2.07,2.0,0.14,0.07,2.14,2.5,0.07,0.0,1,No
219,E. Mwepu,Midfielder,BHA,13.58,10.0,-0.7,9,6,522,0.11,1.11,0.33,0.0,0.67,0.11,17.0,0.33,0.89,0.89,0.11,0.0,1.67,1.78,0.11,0.0,2,No
220,P. Daka,Attacker,LEI,13.53,10.2,-1.3,9,3,375,0.33,1.22,0.78,0.0,0.22,0.33,6.0,0.89,0.44,0.44,0.11,0.0,0.44,0.56,0.11,0.0,5,No
221,Chiquinho,Midfielder,WOL,13.5,8.0,0.0,1,0,8,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
222,B. Gilmour,Midfielder,NOR,13.49,8.8,-0.3,11,11,966,0.0,0.64,0.09,0.0,0.55,0.09,49.0,1.55,1.27,1.0,0.18,0.0,2.18,2.18,0.09,0.0,0,No
223,D. Giannoulis,Defender,NOR,13.46,7.3,-0.1,9,6,487,0.0,0.11,0.0,0.0,1.89,0.11,21.0,0.67,0.44,1.11,0.11,0.0,1.56,1.22,0.22,0.0,0,No
224,R. Jimenez,Attacker,WOL,13.46,10.4,-2.1,18,17,1466,0.22,1.78,0.44,0.0,1.56,0.11,17.67,1.33,1.44,1.5,0.17,0.06,0.89,0.89,0.39,0.0,6,No
225,N. Redmond,Midfielder,SOU,13.39,10.7,-0.9,16,13,1199,0.0,1.25,0.31,0.0,0.94,0.25,19.94,1.56,0.75,0.63,0.0,0.0,1.0,0.94,0.25,0.0,1,No
226,Allan,Midfielder,EVE,13.3,9.4,0.5,16,16,1381,0.0,0.19,0.06,0.0,0.81,0.06,28.06,0.63,1.19,0.69,0.13,0.0,2.38,2.81,0.19,0.0,0,No
227,L. Bailey,Midfielder,AVL,13.28,9.8,-1.8,9,4,424,0.11,1.44,0.56,0.0,0.89,0.22,9.33,0.56,0.33,0.78,0.11,0.0,1.0,1.22,0.0,0.0,1,No
228,A. Lokonga,Midfielder,ARS,13.25,8.2,-0.2,13,9,819,0.0,1.15,0.46,0.0,0.23,0.0,37.23,0.92,0.69,0.77,0.31,0.0,2.08,1.46,0.38,0.0,0,No
229,C. Chambers,Defender,AVL,13.17,7.7,-1.8,3,3,261,0.0,1.0,0.0,0.0,0.0,0.0,45.33,1.0,0.67,0.67,0.0,0.0,1.67,3.0,0.0,0.0,1,No
230,J. Ramsey,Midfielder,AVL,13.16,10.3,1.6,17,13,1076,0.12,1.06,0.24,0.0,0.59,0.0,19.65,0.59,0.76,1.65,0.12,0.0,1.76,1.71,0.29,0.0,6,No
231,C. Wilson,Attacker,NEW,13.09,10.4,-2.1,15,14,1187,0.4,1.8,0.73,0.07,0.67,0.0,5.6,0.53,1.6,1.2,0.27,0.0,0.67,0.53,0.07,0.0,8,No
232,J. Andersen,Defender,CRY,13.08,11.1,-0.6,15,13,1212,0.0,0.13,0.07,0.0,0.2,0.07,55.07,0.33,0.4,0.27,0.2,0.0,2.0,0.93,0.27,0.0,0,No
233,Javi Manquillo,Defender,NEW,13.07,6.4,0.3,12,12,1038,0.08,0.33,0.17,0.0,0.67,0.17,15.42,0.33,0.58,0.92,0.42,0.0,2.75,2.5,0.08,0.0,1,No
234,M. Elyounoussi,Midfielder,SOU,13.07,8.7,0.6,14,10,905,0.14,1.79,0.57,0.0,1.29,0.0,13.36,0.71,1.07,0.5,0.14,0.0,0.86,1.14,0.36,0.0,4,No
235,L. Fabianski,Goalkeeper,WHU,13.05,10.5,-0.1,19,19,1710,0.0,0.0,0.0,0.0,0.0,0.0,12.21,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.26,3.16,0,No
236,K. Ajer,Defender,BRE,13.0,10.4,-0.9,8,7,656,0.0,0.25,0.0,0.0,0.63,0.0,19.38,0.13,0.25,1.38,0.13,0.0,1.5,1.25,0.38,0.0,1,No
237,A. Young,Defender,AVL,12.98,6.4,1.0,12,7,732,0.0,0.67,0.08,0.0,0.5,0.17,17.25,0.5,0.67,1.75,0.0,0.0,0.75,0.75,0.17,0.0,0,No
238,N. Matic,Midfielder,MUN,12.97,9.3,-0.2,10,5,490,0.0,0.5,0.1,0.0,0.6,0.2,33.7,0.5,1.0,0.3,0.0,0.0,1.7,1.2,0.0,0.0,0,No
239,M. Aarons,Defender,NOR,12.82,9.8,-1.2,19,19,1710,0.0,0.47,0.11,0.0,1.16,0.05,27.74,0.68,0.68,1.37,0.21,0.0,2.32,2.26,0.16,0.0,0,No
240,J. Evans,Defender,LEI,12.74,9.1,0.0,11,10,843,0.09,0.27,0.18,0.0,0.09,0.09,43.55,0.27,0.73,0.91,0.18,0.0,1.64,1.09,0.0,0.0,1,No
241,J. Pickford,Goalkeeper,EVE,12.74,10.6,0.2,18,18,1620,0.0,0.0,0.0,0.0,0.0,0.0,12.22,0.06,0.0,0.17,0.06,0.0,0.06,0.0,0.17,3.0,0,No
242,M. Klich,Midfielder,LEE,12.72,9.2,-0.2,14,11,903,0.07,1.36,0.64,0.0,0.71,0.07,23.57,1.14,1.14,0.29,0.14,0.0,0.79,1.07,0.07,0.0,1,No
243,T. Lamptey,Defender,BHA,12.72,8.9,0.4,12,6,623,0.0,0.42,0.17,0.0,1.08,0.08,17.75,0.92,0.92,1.75,0.08,0.0,1.42,1.33,0.17,0.0,0,No
244,C. Soyuncu,Defender,LEI,12.72,12.6,-1.7,17,17,1508,0.06,0.35,0.06,0.0,0.24,0.0,53.53,0.12,1.06,0.65,0.18,0.0,2.29,1.53,0.12,0.0,1,No
245,C. Pulisic,Midfielder,CHE,12.63,13.2,-2.1,9,5,505,0.22,1.0,0.56,0.0,0.67,0.0,13.22,0.67,0.67,1.44,0.0,0.0,0.22,0.11,0.22,0.0,6,No
246,J. Ayew,Attacker,CRY,12.61,9.7,-0.4,18,14,1160,0.06,1.39,0.22,0.0,1.28,0.17,18.0,0.89,1.17,2.22,0.06,0.0,1.33,1.56,0.11,0.0,3,No
247,J. King,Attacker,WAT,12.59,7.9,1.2,17,16,1274,0.29,1.94,0.76,0.06,0.76,0.12,11.18,1.29,1.24,0.76,0.24,0.0,0.65,0.53,0.06,0.0,5,No
248,C. Benteke,Attacker,CRY,12.59,8.3,-1.0,17,10,989,0.24,2.06,0.65,0.0,0.47,0.06,9.53,0.71,0.76,0.76,0.18,0.0,0.24,0.18,0.18,0.0,4,No
249,J. Milner,Midfielder,LIV,12.46,8.3,-0.5,12,6,518,0.0,0.58,0.08,0.0,0.08,0.08,29.33,0.83,1.0,0.92,0.17,0.0,1.75,1.25,0.25,0.0,0,No
250,I. Diallo,Midfielder,SOU,12.45,6.7,-0.5,13,5,590,0.0,0.46,0.15,0.0,0.85,0.15,17.54,0.62,0.31,0.77,0.0,0.0,0.85,0.92,0.08,0.0,0,No
251,L. Milivojevic,Midfielder,CRY,12.43,7.9,-1.3,7,6,472,0.0,0.71,0.0,0.0,0.29,0.0,37.14,0.57,1.43,0.71,0.14,0.0,1.0,1.0,0.0,0.0,0,No
252,D. Alli,Midfielder,EVE,12.42,8.7,-1.1,10,7,627,0.1,0.4,0.3,0.1,1.2,0.0,16.5,0.1,1.3,1.0,0.2,0.0,1.4,1.3,0.3,0.0,1,No
253,M. Doherty,Defender,TOT,12.38,11.7,-1.8,5,1,179,0.0,0.8,0.2,0.0,0.4,0.2,16.6,1.0,1.0,0.2,0.0,0.0,0.6,0.2,0.2,0.0,2,No
254,K. McLean,Midfielder,NOR,12.36,8.8,0.4,18,17,1575,0.0,1.11,0.17,0.0,0.78,0.0,26.33,0.28,0.22,1.28,0.06,0.0,1.61,1.61,0.17,0.0,1,No
255,B. Gibson,Defender,NOR,12.33,7.3,0.5,15,15,1325,0.0,0.4,0.2,0.0,0.2,0.0,47.2,0.13,0.47,0.33,0.07,0.07,2.07,0.73,0.2,0.0,0,No
256,C. Dawson,Defender,WHU,12.33,9.3,0.2,16,12,1161,0.0,0.88,0.25,0.0,0.19,0.06,28.13,0.19,1.0,0.25,0.06,0.0,1.63,0.75,0.19,0.0,2,No
257,A. Forshaw,Midfielder,LEE,12.3,6.0,0.7,11,9,830,0.0,0.73,0.27,0.0,0.64,0.0,31.73,0.82,1.36,0.91,0.18,0.0,2.0,2.36,0.18,0.0,0,No
258,S. Coleman,Defender,EVE,12.3,9.2,1.1,14,14,1260,0.0,0.29,0.0,0.0,1.0,0.0,26.29,0.5,0.5,0.71,0.14,0.0,2.71,2.64,0.14,0.0,1,No
259,J. Stephens,Defender,SOU,12.25,5.9,-1.0,6,6,487,0.0,0.0,0.0,0.0,0.17,0.0,35.33,0.67,1.0,0.33,0.33,0.0,2.33,1.67,0.17,0.0,0,No
260,N. Pepe,Attacker,ARS,12.22,9.4,-2.1,9,5,501,0.0,1.78,0.67,0.0,1.44,0.11,19.56,1.22,0.67,0.22,0.0,0.0,1.11,0.56,0.22,0.0,1,No
261,J. Shelvey,Midfielder,NEW,12.21,10.4,-1.0,11,9,815,0.09,1.27,0.64,0.0,0.36,0.0,28.91,1.0,1.0,0.45,0.18,0.09,1.27,0.91,0.09,0.0,2,No
